long,lat,year,T_Summer,PPT_Summer,VWC_Summer_whole,ExtremeShortTermDryStress_Summer_whole,Herb,Litter,Bare,Shrub,Ann_Herb,treecanopy
-110.0338,37.58882,1991,22.11522,6.5600000000000005,0.05393666,33.35,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,1992,21.5087,6.03,0.05402316,33.19,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,1993,21.11033,6.03,0.05592182,33.51,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,1994,24.35761,2.63,0.05201202,36.17,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,1995,21.88533,6.94,0.05443925,35.18,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,1996,23.9837,4.96,0.05307597,35.17,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,1997,21.87011,9.13,0.06401895,33.26,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,1998,22.30489,5.71,0.05514926,35.48,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,1999,21.44402,15.09,0.06628528,32.86,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2000,23.70707,4.91,0.05257973,35.68,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2001,22.90761,8.57,0.05708942,35.01,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2002,23.99674,3.02,0.05212665,35.99,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2003,24.03587,5.79,0.05392646,36.62,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2004,22.47609,2.62,0.05243348,33.96,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2005,22.04891,8.42,0.05754916,37.07,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2006,23.67935,7.33,0.05419432,35.47,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2007,23.7375,7.72,0.0552121,35.51,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2008,22.05761,7.08,0.05591913,33.94,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2009,22.19293,2.67,0.05251181,34.68,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2010,22.40326,10.77,0.06834426,35.44,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2011,22.78098,5.72,0.05319279,34.6,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2012,23.7538,6.95,0.05801607,34.93,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2013,22.72826,8.15,0.05874505,35.98,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2014,21.81739,7.12,0.05642356,34.29,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2015,22.05,13.2,0.06288138,34.77,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2016,23.43043,7.39,0.05703694,35.8,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2017,23.94022,6.41,0.05456543,35.83,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.58882,2018,24.31141,4.36,0.05333221,34.75,11.0,9.0,49.0,20.0,0.0,21.0
-110.0338,37.59991,1980,23.06576,2.57,0.03904275,36.11,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1981,23.1087,9.69,0.04031898,35.96,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1982,21.92609,9.99,0.04615899,34.88,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1983,21.08696,10.71,0.04395529,33.43,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1984,21.71413,9.48,0.04152633,33.69,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1985,23.20652,4.65,0.04211738,36.12,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1986,22.23859,10.35,0.04355616,33.95,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1987,21.80109,11.49,0.0494235,32.97,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1988,23.01522,8.56,0.04066394,34.4,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1989,22.32717,6.86,0.04259911,36.35,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1990,23.05054,5.31,0.03957307,35.93,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1991,22.11522,6.56,0.03982042,33.35,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1992,21.5087,6.03,0.03997536,33.19,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1993,21.11033,6.03,0.04196002,33.51,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1994,24.35761,2.63,0.03804456,36.17,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1995,21.88533,6.94,0.04022509,35.18,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1996,23.9837,4.96,0.03903263,35.17,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1997,21.87011,9.13,0.04992739,33.26,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1998,22.30489,5.71,0.04124028,35.48,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,1999,21.44402,15.09,0.05178467,32.86,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2000,23.70707,4.91,0.03863644,35.68,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2001,22.90761,8.57,0.0428792,35.01,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2002,23.99674,3.02,0.03805203,35.99,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2003,24.03587,5.79,0.03988218,36.62,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2004,22.47609,2.62,0.03839595,33.96,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2005,22.04891,8.42,0.04359648,37.07,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2006,23.67935,7.33,0.04014687,35.47,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2007,23.7375,7.72,0.04110299,35.51,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2008,22.05761,7.08,0.04208697,33.94,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2009,22.19293,2.67,0.03857865,34.68,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2010,22.40326,10.77,0.05312561,35.44,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2011,22.78098,5.72,0.03902038,34.6,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2012,23.7538,6.95,0.04407032,34.93,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2013,22.72826,8.15,0.04424106,35.98,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2014,21.81739,7.12,0.04169844,34.29,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2015,22.05,13.2,0.04988736,34.77,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2016,23.43043,7.39,0.04285348,35.8,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2017,23.94022,6.41,0.04065288,35.83,11.0,8.0,73.0,10.0,0.0,6.0
-110.0338,37.59991,2018,24.31141,4.36,0.03920394,34.82,11.0,8.0,73.0,10.0,0.0,6.0
-110.0334,37.60492,1980,23.06576,2.57,0.04934319,36.11,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1981,23.1087,9.69,0.05073755,35.96,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1982,21.92609,9.99,0.05718858,34.88,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1983,21.08696,10.71,0.05411028,33.43,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1984,21.71413,9.48,0.05195612,33.69,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1985,23.20652,4.65,0.05217189,36.12,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1986,22.23859,10.35,0.05422277,33.95,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1987,21.80109,11.49,0.06044448,32.97,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1988,23.01522,8.56,0.05115563,34.4,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1989,22.32717,6.86,0.05300124,36.35,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1990,23.05054,5.31,0.04992427,35.93,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1991,22.11522,6.56,0.0506859,33.35,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1992,21.5087,6.03,0.05035082,33.19,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1993,21.11033,6.03,0.05248711,33.51,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1994,24.35761,2.63,0.04824953,36.17,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1995,21.88533,6.94,0.0507433,35.18,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1996,23.9837,4.96,0.04951328,35.17,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1997,21.87011,9.13,0.06029132,33.26,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1998,22.30489,5.71,0.05153489,35.48,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,1999,21.44402,15.09,0.06279129,32.86,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2000,23.70707,4.91,0.04926495,35.68,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2001,22.90761,8.57,0.05343303,35.01,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2002,23.99674,3.02,0.04831769,35.99,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2003,24.03587,5.79,0.05029467,36.62,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2004,22.47609,2.62,0.0486907,33.96,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2005,22.04891,8.42,0.05430847,37.07,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2006,23.67935,7.33,0.05068283,35.47,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2007,23.7375,7.72,0.05152008,35.51,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2008,22.05761,7.08,0.05240133,33.94,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2009,22.19293,2.67,0.0491648,34.68,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2010,22.40326,10.77,0.06411637,35.44,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2011,22.78098,5.72,0.04943833,34.6,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2012,23.7538,6.95,0.054933,34.93,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2013,22.72826,8.15,0.05495828,35.98,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2014,21.81739,7.12,0.05205108,34.29,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2015,22.05,13.2,0.05906595,34.77,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2016,23.43043,7.39,0.05323652,35.8,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2017,23.94022,6.41,0.05080876,35.83,9.0,6.0,68.0,11.0,0.0,0.0
-110.0334,37.60492,2018,24.31141,4.36,0.04936312,34.82,9.0,6.0,68.0,11.0,0.0,0.0
-110.0331,37.60915,1980,23.06576,2.57,0.05443724,36.11,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1981,23.1087,9.69,0.05574892,35.96,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1982,21.92609,9.99,0.0618989,34.88,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1983,21.08696,10.71,0.05912053,33.43,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1984,21.71413,9.48,0.0568055,33.69,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1985,23.20652,4.65,0.05714504,36.12,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1986,22.23859,10.35,0.05896619,33.95,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1987,21.80109,11.49,0.06580836,32.97,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1988,23.01522,8.56,0.05595691,34.4,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1989,22.32717,6.86,0.0577598,36.35,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1990,23.05054,5.31,0.05468274,35.93,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1991,22.11522,6.56,0.05522174,33.35,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1992,21.5087,6.03,0.05529998,33.19,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1993,21.11033,6.03,0.05719296,33.51,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1994,24.35761,2.63,0.05318794,36.17,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1995,21.88533,6.94,0.05568615,35.18,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1996,23.9837,4.96,0.05433516,35.17,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1997,21.87011,9.13,0.06504583,33.26,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1998,22.30489,5.71,0.05640224,35.48,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,1999,21.44402,15.09,0.06744402,32.86,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2000,23.70707,4.91,0.05385551,35.68,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2001,22.90761,8.57,0.05832646,35.01,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2002,23.99674,3.02,0.05334843,35.99,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2003,24.03587,5.79,0.05517075,36.62,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2004,22.47609,2.62,0.05368262,33.96,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2005,22.04891,8.42,0.05886925,37.07,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2006,23.67935,7.33,0.05546282,35.47,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2007,23.7375,7.72,0.05647361,35.51,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2008,22.05761,7.08,0.05720135,33.94,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2009,22.19293,2.67,0.0537734,34.68,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2010,22.40326,10.77,0.06920522,35.44,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2011,22.78098,5.72,0.05444005,34.6,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2012,23.7538,6.95,0.05927019,34.93,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2013,22.72826,8.15,0.06001688,35.98,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2014,21.81739,7.12,0.05746115,34.29,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2015,22.05,13.2,0.0641315,34.77,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2016,23.43043,7.39,0.05818536,35.8,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2017,23.94022,6.41,0.05574838,35.83,11.0,11.0,49.0,19.0,0.0,14.0
-110.0331,37.60915,2018,24.31141,4.36,0.05449759,34.82,11.0,11.0,49.0,19.0,0.0,14.0
-110.0328,37.60334,1980,23.06576,2.57,0.0427179,36.11,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1981,23.1087,9.69,0.04394804,35.96,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1982,21.92609,9.99,0.05039746,34.88,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1983,21.08696,10.71,0.04722966,33.43,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1984,21.71413,9.48,0.04500455,33.69,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1985,23.20652,4.65,0.04528992,36.12,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1986,22.23859,10.35,0.04724847,33.95,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1987,21.80109,11.49,0.0532926,32.97,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1988,23.01522,8.56,0.04426973,34.4,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1989,22.32717,6.86,0.04602857,36.35,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1990,23.05054,5.31,0.04295872,35.93,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1991,22.11522,6.56,0.04371591,33.35,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1992,21.5087,6.03,0.04347167,33.19,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1993,21.11033,6.03,0.04562498,33.51,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1994,24.35761,2.63,0.04154519,36.17,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1995,21.88533,6.94,0.04395274,35.18,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1996,23.9837,4.96,0.04264059,35.17,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1997,21.87011,9.13,0.05337654,33.26,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1998,22.30489,5.71,0.04455123,35.48,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,1999,21.44402,15.09,0.05606129,32.86,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2000,23.70707,4.91,0.04214729,35.68,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2001,22.90761,8.57,0.04657534,35.01,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2002,23.99674,3.02,0.04158466,35.99,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2003,24.03587,5.79,0.04348779,36.62,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2004,22.47609,2.62,0.04190029,33.96,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2005,22.04891,8.42,0.04740318,37.07,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2006,23.67935,7.33,0.04380615,35.47,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2007,23.7375,7.72,0.04465741,35.51,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2008,22.05761,7.08,0.04547626,33.94,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2009,22.19293,2.67,0.04208959,34.68,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2010,22.40326,10.77,0.05724655,35.44,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2011,22.78098,5.72,0.04267031,34.6,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2012,23.7538,6.95,0.04805524,34.93,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2013,22.72826,8.15,0.04798301,35.98,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2014,21.81739,7.12,0.04543768,34.29,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2015,22.05,13.2,0.05209152,34.77,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2016,23.43043,7.39,0.04638271,35.8,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2017,23.94022,6.41,0.04401699,35.83,1.0,3.0,93.0,2.0,0.0,0.0
-110.0328,37.60334,2018,24.31141,4.36,0.04263629,34.82,1.0,3.0,93.0,2.0,0.0,0.0
-110.0321,37.60862,1980,23.06576,2.57,0.05066754,36.11,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1981,23.1087,9.69,0.05169089,35.96,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1982,21.92609,9.99,0.05555524,34.88,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1983,21.08696,10.71,0.0537183,33.43,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1984,21.71413,9.48,0.05230294,33.69,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1985,23.20652,4.65,0.05235653,36.12,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1986,22.23859,10.35,0.05361486,33.95,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1987,21.80109,11.49,0.05819138,32.97,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1988,23.01522,8.56,0.05172068,34.4,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1989,22.32717,6.86,0.05276466,36.35,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1990,23.05054,5.31,0.050951,35.93,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1991,22.11522,6.56,0.05125569,33.35,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1992,21.5087,6.03,0.05122644,33.19,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1993,21.11033,6.03,0.052461,33.51,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1994,24.35761,2.63,0.04982111,36.17,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1995,21.88533,6.94,0.05152509,35.18,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1996,23.9837,4.96,0.05063927,35.17,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1997,21.87011,9.13,0.05715252,33.26,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1998,22.30489,5.71,0.05188104,35.48,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,1999,21.44402,15.09,0.05896957,32.86,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2000,23.70707,4.91,0.05036819,35.68,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2001,22.90761,8.57,0.05326759,35.01,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2002,23.99674,3.02,0.04997549,35.99,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2003,24.035869999999996,5.79,0.051189,36.62,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2004,22.47609,2.62,0.05022892,33.96,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2005,22.04891,8.42,0.05379449,37.07,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2006,23.67935,7.33,0.05135625,35.47,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2007,23.7375,7.72,0.05209635,35.51,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2008,22.05761,7.08,0.05242835,33.94,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2009,22.19293,2.67,0.05020095,34.68,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2010,22.40326,10.77,0.05990078,35.44,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2011,22.78098,5.72,0.05065994,34.6,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2012,23.7538,6.95,0.05336515,34.93,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2013,22.72826,8.15,0.05459634,35.98,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2014,21.81739,7.12,0.05238877,34.29,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2015,22.05,13.2,0.0564868,34.77,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2016,23.43043,7.39,0.05295834,35.8,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2017,23.94022,6.41,0.05151338,35.83,8.0,10.0,64.0,10.0,0.0,0.0
-110.0321,37.60862,2018,24.31141,4.36,0.05066459,34.82,8.0,10.0,64.0,10.0,0.0,0.0
-110.0314,37.58935,1980,23.06576,2.57,0.04443773,36.11,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1981,23.1087,9.69,0.0454917,35.96,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1982,21.92609,9.99,0.05033051,34.88,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1983,21.08696,10.71,0.04796077,33.43,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1984,21.71413,9.48,0.04623683,33.69,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1985,23.20652,4.65,0.0464125,36.12,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1986,22.23859,10.35,0.04789738,33.95,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1987,21.80109,11.49,0.05375237,32.97,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1988,23.01522,8.56,0.04558991,34.4,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1989,22.32717,6.86,0.04697947,36.35,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1990,23.05054,5.31,0.04454436,35.93,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1991,22.11522,6.56,0.04498621,33.35,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1992,21.5087,6.03,0.04500582,33.19,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1993,21.11033,6.03,0.04649817,33.51,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1994,24.35761,2.63,0.04338125,36.17,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1995,21.88533,6.94,0.04537041,35.18,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1996,23.9837,4.96,0.04425394,35.17,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1997,21.87011,9.13,0.05283029,33.26,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1998,22.30489,5.71,0.04582934,35.48,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,1999,21.44402,15.09,0.05482393,32.86,14.0,19.0,34.0,26.0,0.0,12.0
-110.0314,37.58935,2000,23.70707,4.91,0.04391987,35.68,14.0,19.0,34.0,26.0,0.0,12.0
